symbol,signal_date,close,sma20,sma50,sma200,natr50,pgo20,pgo50,rsi7_prior_day,advol30_millions,atr1,atr20
HL,2026-09-18,18.92,20.0335,17.7386,19.17675,5.480418135642971,-1.1012416452884592,1.1393630726643542,43.64347767331469,698.345314035,0.6950000000000003,1.0111313940623161
MDB,2026-09-18,383.56,395.58299999999997,377.843,344.39074999999997,5.407170780377125,-0.5639569748886147,0.27565431532836415,55.11529803030532,744.519180786,15.914999999999964,21.3190022206474
W,2026-09-18,102.46,100.94500000000001,97.6776,88.00135,4.919654456118919,0.30994935631477966,0.9487612662409098,55.62829205683433,241.38673075600002,3.3900000000000006,4.887895293647187
PBF,2026-09-18,77.19,73.81700000000001,68.88900000000001,46.109449999999995,4.679166646400229,0.8101513788796023,2.298269005852843,58.649171640808504,242.79564626233335,2.668999999999997,4.163419439789976
PAAS,2026-09-18,49.99,51.391,48.1194,52.76705,4.572998202464064,-0.6597461402841353,0.818270251595916,46.916796869762074,244.21601772966665,1.3200000000000003,2.1235440640798937
BVN,2026-09-18,34.33,34.540000000000006,33.0398,33.55885,4.549240950006647,-0.14175960732708154,0.8261222027076649,57.49762265586793,42.00235425933334,0.9899999999999949,1.4813810785711021
SSRM,2026-09-18,36.33,37.09725,32.1608,28.77465,4.48883861826626,-0.489494021372276,2.556544397671471,50.237064795535176,92.06362238249999,0.6950000000000003,1.5674348745854974
HMY,2026-09-18,19.92,20.625,18.5544,18.40355,4.379333437533163,-0.818061978790392,1.5654029967191958,48.892356484135625,82.19041096133333,0.35999999999999943,0.8617928937883531
IAG,2026-09-18,20.35,20.528,17.8418,18.0906,4.37431597051402,-0.20723463886951649,2.8176535962167373,52.46682090624533,114.92347419166666,0.5599999999999987,0.8589297666210784
SCCO,2026-09-18,195.7,203.3845,193.13459999999998,181.6458,4.304692351263759,-0.9146138677557588,0.3045244350033504,48.02882856975526,229.69863599933333,3.9399999999999977,8.401906280795762
AU,2026-09-18,103.29,109.752,96.0362,96.12254999999999,4.295295118946744,-1.5218981328256165,1.6349869524559393,40.70519621202408,303.5883426376667,3.180000000000007,4.246013488433936
ANET,2026-09-18,199.39,193.8155,187.5296,155.1138,4.2804450907482146,0.6567110410699493,1.389655121920003,59.0439156521517,1108.426922365,5.690000000000026,8.488512681190379
