symbol,signal_date,close,sma20,sma50,sma200,natr50,pgo20,pgo50,rsi7_prior_day,advol30_millions,atr1,atr20
SNOW,2026-09-18,332.43,328.932,310.37719999999996,222.70935,4.215470780665436,0.2241190129151533,1.573683697737077,58.35832326830944,1652.8872096443333,10.170000000000016,15.60777889613613
VIST,2026-09-18,72.27,73.49199999999999,69.4944,63.9954,4.12079543192167,-0.39623230982125096,0.9320039836617101,44.522384294138085,83.63671534066667,2.019999999999996,3.084049356175081
SKM,2026-09-18,35.9,37.856,35.5918,31.855300000000003,4.047092201893981,-1.5118010389433654,0.21212657851611438,32.88217121005012,62.27677782366667,0.7000000000000028,1.293821044975005
FCX,2026-09-18,71.54,74.0575,68.4086,62.30765,4.011681454908083,-0.8618690109423287,1.0910965199473777,44.409403027236564,988.8571474773333,1.1199999999999903,2.920977512867619
SM,2026-09-18,36.97,37.506,34.108,27.64345,3.8954342828975053,-0.35485685056155486,1.987303954690641,43.68936804876688,145.11674124633333,0.8449999999999989,1.5104682328995216
FLR,2026-09-18,54.9,54.249,52.520999999999994,48.4529,3.8932374500331037,0.3097197640773782,1.1130411101168507,54.87413327149931,142.45431390333334,0.9299999999999997,2.101900090035439
AEM,2026-09-18,199.49,204.5605,178.1438,187.97455000000002,3.7377962526310933,-0.6749652301123226,2.862752611710095,53.485653858207954,599.4591069210001,5.305000000000007,7.512238814370019
TFPM,2026-09-18,33.14,33.736,31.407799999999998,33.2923,3.7199342945877185,-0.5079374046761589,1.4051097948323747,46.913863197921856,19.663103837999998,0.7800000000000011,1.173372928461496
WPM,2026-09-18,151.01,153.69549999999998,133.2462,131.52360000000002,3.7025390949709767,-0.46955572128371914,3.1770972919553926,52.7349766505305,322.0152884433333,3.8600000000000136,5.7192360315791655
B,2026-09-18,43.33,44.885,41.25639999999999,42.74705,3.6445129047428857,-1.042978815438045,1.3130969809421236,49.61412807649668,486.36931090499996,0.9500000000000028,1.490921941062541
TECK,2026-09-18,65.52,68.123,64.1498,57.7781,3.639427224211221,-1.1025951131891751,0.5746151007932522,39.89486836891784,189.22498971666667,1.1800000000000068,2.3607940656212625
CNH,2026-09-18,13.45,12.9495,11.557800000000002,10.9328,3.623486135956007,0.92300271456463,3.88255976679129,56.631888828717244,274.171467112,0.3149999999999995,0.5422519263511365
NE,2026-09-18,44.26,45.70399999999999,43.7496,42.498400000000004,3.610343795001551,-0.9012010336823473,0.3194116090377962,41.33505925454353,52.32816618933334,0.8899999999999935,1.602306195877015
YPF,2026-09-18,54.96,53.187,51.467,44.09375,3.3053378760363876,0.9536518208366535,1.922808358432905,51.44126356235521,64.641482533,0.8799999999999955,1.8591691026652923
APA,2026-09-18,44.87,43.90575,39.9849,34.50185,3.2992265972331825,0.6273362227887174,3.299933925131297,57.313472789217094,244.54630858849998,0.8299999999999983,1.5370545569863463
ZBRA,2026-09-18,346.63,353.012,329.7294,261.9667,3.2718547620348732,-0.5544968435506188,1.4901910779627348,47.46487361062904,217.1607403146667,7.920000000000016,11.50953350632988
RGLD,2026-09-18,249.65,258.28249999999997,229.9203,239.309225,3.1726665242553227,-1.110056024044733,2.490946987763056,46.68876634065233,179.02543407733336,5.045000000000016,7.776634523855431
KSPI,2026-09-18,97.53,103.3655,96.4154,84.20290000000001,3.114146258243489,-1.8887562364782184,0.3669795035530184,32.66102704109167,68.89344746266667,2.2247999999999877,3.0895993285406114
OVV,2026-09-18,62.37,64.893,62.394800000000004,53.80145,2.997725789889314,-1.3082100399924579,-0.013264290737830005,39.69616050442292,222.80272706966667,0.7250000000000014,1.9285893876907938
ABNB,2026-09-18,166.22,178.33825,167.0082,141.806725,2.940731813438862,-2.44864953882857,-0.1612492609020702,25.74646912286613,952.1896626825,2.545000000000016,4.9489523951219825
PR,2026-09-18,22.76,23.464,21.907200000000003,19.0344,2.9089045375713374,-0.9964468074870978,1.2880877940225632,44.919391874091275,232.93523442966668,0.5,0.7065103673475441
CVE,2026-09-18,32.62,32.6115,30.5986,25.288400000000003,2.8725046569040567,0.008907162308016966,2.157285196048347,51.122970901440226,203.44696832733334,0.6499999999999986,0.9542882127956125
DVN,2026-09-18,48.61,48.672,46.2162,44.10755,2.8443168188117456,-0.045823900678864035,1.731347611800753,47.3798441656213,566.1957330863333,0.8250000000000028,1.3530057258655568
LNG,2026-09-18,268.34,280.4085,270.4214,243.28195,2.8302498459638437,-1.6109309194747197,-0.27405981445057187,33.862408732439675,523.926126794,5.365000000000009,7.491630990567389
OXY,2026-09-18,58.84,60.338,58.048,53.2638,2.8129253367938993,-0.9448634033792629,0.47851362989334717,39.259181400528455,472.29835353566665,0.7199999999999989,1.5854143515797794
PBR,2026-09-18,20.8,20.061,19.011999999999997,17.44995,2.708018533754816,1.2382821900339365,3.174333461534632,56.490252252122936,413.983615647,0.26000000000000156,0.5967944996283502
EOG,2026-09-18,144.23,147.01500000000001,144.24020000000002,130.48035,2.6254805747608554,-0.7254114839536941,-0.00269361646989015,44.433814653265,453.21432783933335,1.7900000000000205,3.839200318171145
TGT,2026-09-18,158.19,161.299,151.7132,125.64745,2.624394147940814,-0.7277515470325272,1.5600998667938326,54.1259888133749,704.4392120766666,2.700000000000017,4.272062371666866
EQNR,2026-09-18,44.09,43.3745,40.9332,34.412150000000004,2.6230628062383112,0.6346946399731612,2.7295954130796503,53.95438015612289,120.441447727,0.6049999999999969,1.1273137583614405
IMO,2026-09-18,129.91,132.119,129.37539999999998,118.20429999999999,2.568593551705537,-0.6665687138893395,0.1602105029103199,44.28340944805278,73.75888520133333,1.7050000000000125,3.3139869213344606
SJM,2026-09-18,122.95,126.1385,121.0846,107.65854999999999,2.512071058592357,-1.0349698868995463,0.6039646488069242,47.68782337563723,169.53187927466666,1.9050000000000011,3.0807659627197106
SU,2026-09-18,69.41,68.0775,65.661,59.180699999999995,2.4935204632479673,0.7463591752820675,2.1661097609424695,55.734334928481886,297.3202920199999,0.8299999999999983,1.785333448197259
COP,2026-09-18,131.83,134.3905,125.5414,114.88069999999999,2.4932880790855876,-0.7578523268860219,1.9132303373977035,43.968857365921,918.4791680599999,1.8500000000000227,3.378626559769183
PBR.A,2026-09-18,18.82,18.1045,17.0414,15.898599999999998,2.4892895128111747,1.431450997755636,3.7964987342586136,58.399013864797105,134.01120616199998,0.21000000000000085,0.49984246832188256
RIO,2026-09-18,97.37,101.79650000000001,98.03280000000001,94.59445,2.4320307466262867,-1.9195334751018176,-0.2798905713010715,39.57132701164327,205.68274968766667,1.5700000000000074,2.3060290729054413
LH,2026-09-18,320.71,327.137,313.4546,277.99334999999996,2.329002588311048,-0.822828797464041,0.9713570301199189,50.178156259807004,218.54453982,3.3500000000000227,7.810859342560736
MRK,2026-09-18,146.87,148.73899999999998,137.8702,120.45800000000001,2.3236533606586423,-0.5424767539452042,2.637111073297621,53.9563139336676,1587.8209991069998,2.0999999999999943,3.445308921363955
MICC,2026-09-18,18.98,19.669999999999998,19.1244,16.72795,2.304451829425908,-1.5663548149584836,-0.3301439558327248,36.554175827413424,15.278767904666665,0.19500000000000028,0.4405132179571244
MSI,2026-09-18,458.67,473.9,452.98159999999996,426.88575000000003,2.2612508903901927,-1.4969799457473725,0.5484550522904857,35.62852712538455,458.5086115576667,6.369999999999948,10.173816986169665
FAST,2026-09-18,49.01,49.615249999999996,48.988499999999995,45.783225,2.2566598480177635,-0.5709183078223191,0.019439614828879275,45.427110439333696,326.1880338908333,0.7199999999999989,1.060134158788202
PFE,2026-09-18,27.66,28.057499999999997,26.6208,26.272450000000003,1.9628767961894606,-0.7578974187885298,1.9140528324720674,43.373387766591314,974.178409111,0.3200000000000003,0.5244773107096551
JPM,2026-09-18,349.67,354.471,353.199,320.53585,1.9111572589057924,-0.7209687764344918,-0.5280765233535202,37.48346948733214,2273.5280065773336,4.660000000000025,6.659095590440196
MET,2026-09-18,97.04,96.56300000000002,95.84599999999999,82.9183,1.886397435685043,0.264704036131402,0.652259392374777,53.72049644706398,287.893689657,1.1138830000000013,1.8020125683433164
KO,2026-09-18,88.25,88.9795,87.0508,79.16925,1.6527529923323163,-0.5325738871362442,0.8221838725014147,44.94036126322191,1306.2391987483331,0.7650000000000006,1.3697629899255261
