symbol,signal_date,close,sma20,sma50,sma200,natr50,pgo20,pgo50,rsi7_prior_day,advol30_millions,atr1,atr20
KYMR,2026-09-14,114.63,119.6335,114.42559999999999,90.35484999999998,4.339447316050721,-0.9722833874571375,0.04109113894119204,36.923721041717315,77.82957809166668,3.530000000000001,5.146133385129527
EAT,2026-09-14,214.16,231.43399999999997,214.235,165.8755,3.9302799978396066,-1.950612040382326,-0.008910445415055632,24.606353813070683,239.96985461633332,5.5,8.85568203332438
ZM,2026-09-14,95.36,99.7835,96.7224,90.837225,3.9157754319698554,-1.211160661844406,-0.36485526302234006,40.320863277247554,317.99794554533327,2.010000000000005,3.6522817652149584
CORT,2026-09-14,111.8,116.28899999999999,106.6426,67.753025,3.7533291280735224,-0.948252212743078,1.2290579580365806,42.91956188844919,100.61838769533331,3.4200000000000017,4.7339726073660655
ILMN,2026-09-14,208.21,212.06375000000003,200.6943,153.97684999999998,3.6133777806770975,-0.46124672096527786,0.9989746839302293,44.12897033624781,393.90469069799997,6.115000000000009,8.355072946502585
XYZ,2026-09-14,79.49,81.209,80.5256,69.24735,3.5115023098125002,-0.6299200610899134,-0.3710108293776517,40.008175944064064,366.46415945,2.0349999999999966,2.7289176931843135
KMX,2026-09-14,61.69,61.3875,58.67280000000001,46.94115,3.223674447374889,0.1622631148406461,1.517183643529541,50.49509254439764,100.38968805066666,1.061,1.8642560898517901
EC,2026-09-14,17.74,17.3685,16.697,13.8836,3.1921316418206405,0.6853397692129306,1.8418315151457165,59.707029934835,30.395443916,0.36100000000000065,0.5420668939534061
DXCM,2026-09-14,84.68,88.46099999999998,82.6834,71.49785,3.0944797527565284,-1.4593614897414238,0.7619431551972166,23.233645413193955,388.0381543006667,1.9500000000000028,2.5908591028189405
INCY,2026-09-14,122.19,125.878,121.7052,105.23060000000001,2.8426274014814723,-1.065684929148677,0.1395747980850909,34.52022932638545,166.04334827099999,2.0649999999999977,3.460685141663928
LNC,2026-09-14,44.04,43.569,43.1232,39.521100000000004,2.8213487284790104,0.3707091218408741,0.7378541504623154,50.52953309786835,81.42297638566667,0.945600000000006,1.2705379292020011
SYF,2026-09-14,75.88,78.54100000000001,76.7706,75.1921,2.6979419701501053,-1.346310686876604,-0.43503356312603075,35.69942638532336,237.89283431333334,1.394999999999996,1.9765125731664859
AVY,2026-09-14,170.92,176.2595,170.6416,173.12995000000004,2.6583170729436008,-1.1492738822859832,0.06127305951490909,31.350805529330813,171.3879736436667,3.030000000000001,4.64597697929008
JAN,2026-09-14,31.07,30.82,30.378599999999995,24.6665,2.6250926950687656,0.2892900763361361,0.8477025283784074,52.47645926333791,54.32898463233333,0.5699999999999967,0.8641845000915841
GRMN,2026-09-14,280.38,285.2485,276.5408,240.5271,2.534067549359355,-0.7027717655053101,0.5403504507024323,54.8048840825492,241.07067312433335,3.9196999999999775,6.927569146861518
TMO,2026-09-14,613.62,614.1034999999999,580.2886,536.76735,2.485849000870428,-0.03178086080458923,2.1851401888167135,49.883321342263415,1016.0571002519999,10.350000000000023,15.213558971005497
GMAB,2026-09-14,32.65,33.39125,30.982,29.4008,2.453203830050924,-0.9481669809452855,2.082472267798632,39.250364745093556,79.14036838800001,0.490000000000002,0.7817715812683157
OMF,2026-09-14,63.2,63.2395,62.4042,60.05695,2.43380115446651,-0.02721549593829188,0.5173706212107888,46.75178234217349,56.46411698466667,0.9249999999999972,1.4513790264766304
HALO,2026-09-14,107.94,107.4875,93.6855,75.13185,2.4332383040964736,0.16573897158025166,5.42731376804173,50.66273493714639,209.06153809266667,1.9599999999999937,2.730196740607249
WDS,2026-09-14,23.74,23.5915,22.581,20.674699999999998,2.3621142632078658,0.26651454792999923,2.066816020884957,52.3288009750418,12.58245275,0.28000000000000114,0.5571928480204482
ECL,2026-09-14,275.51,280.97799999999995,278.2256,273.15644999999995,2.153360675777036,-0.9785470164844018,-0.4577324010002418,42.14538027922139,379.97939074833334,3.285000000000025,5.587876625125985
SCHW,2026-09-14,107.31,109.503,106.45439999999999,97.82469999999999,2.068918882541958,-1.0384854157160082,0.3853781767263228,40.883287231008204,783.7168354436667,1.5799999999999983,2.1117292229741933
PRU,2026-09-14,119.5,120.5135,119.988,108.3391,2.0250386390108828,-0.4105114464111867,-0.20165946119244646,46.49885942673644,206.79099791733333,1.2000000000000028,2.4688714744992186
SSB,2026-09-14,106.11,106.61100000000002,105.51960000000001,98.92604999999999,1.905035822654737,-0.2649669258861151,0.29206995761416765,46.39295386784186,80.23765822233332,1.4399999999999977,1.890802024911414
CFR,2026-09-14,163.39,163.194,163.0652,144.393,1.8932323129901256,0.06314814928637874,0.10499935700810323,51.450241516113486,82.51927615433334,2.2150000000000034,3.1038122607700203
MET,2026-09-14,97.75,96.17,95.3168,82.49380000000001,1.8754463323901363,0.875136998448682,1.3272612061113922,55.233175790125365,297.6293396976667,1.230000000000004,1.805431609908845
